subject_/topic,complexity_1-10,relevance_1-10,study_time_mins,learning_method,stress_level,sleep_hours,recall_score_1hr,recall_score_1day,recall_score_1week,days_since_learning,forgetfulness_probability_%,memory_strength,predicted_retention_%
Educational Psychology,8,8,107,Video,4,7.6,10.0,10.0,8.9,10,17.0,5.0,13.53
Neurolinguistics,8,9,101,Practical,7,7.7,10.0,9.0,8.1,7,12.1,5.0,24.66
Deep Learning,8,10,116,Practical,10,7.1,10.0,9.7,8.2,21,14.5,5.0,1.5
Deep Learning,8,10,109,Video,9,6.6,10.0,9.4,8.7,14,11.6,5.0,6.08
Computer Vision,8,10,116,Video,10,6.3,10.0,10.0,9.2,18,4.1,5.0,2.73
Reinforcement Learning,8,10,102,Video,6,7.8,10.0,10.0,9.1,28,17.7,5.0,0.37
NLP,8,9,107,Video,10,6.1,10.0,9.0,7.8,28,17.7,5.0,0.37
AI Ethics,8,9,110,Video,10,6.1,10.0,9.9,9.2,24,5.2,5.0,0.82
Quantum Mechanics,8,10,110,Practical,9,7.2,10.0,9.8,8.8,21,13.0,5.0,1.5
Astrophysics,8,10,107,Video,7,7.7,10.0,9.5,8.5,23,9.0,5.0,1.01
Space Science,8,9,113,Video,9,7.5,10.0,10.0,9.2,20,6.0,5.0,1.83
Space Science,8,9,104,Video,7,6.8,10.0,10.0,8.9,20,12.6,5.0,1.83
High Energy Physics,8,10,109,Video,5,7.7,10.0,10.0,9.3,24,5.3,5.0,0.82
Optics,8,9,110,Practical,8,7.2,10.0,9.5,8.8,26,11.5,5.0,0.55
Microbiology,8,9,112,Practical,8,6.6,10.0,10.0,9.0,24,7.4,5.0,0.82
Microbiology,8,10,113,Audio,10,6.8,10.0,9.5,9.0,22,2.4,5.0,1.23
Genetic Engineering,8,10,104,Practical,4,8.9,10.0,9.9,9.5,7,6.6,5.0,24.66
Bioinformatics,8,9,102,Video,8,6.8,10.0,10.0,8.8,29,20.8,5.0,0.3
Virology,8,10,116,Practical,6,7.7,10.0,10.0,8.7,17,13.1,5.0,3.34
Game Development,8,9,111,Practical,9,7.5,10.0,10.0,9.1,21,10.1,5.0,1.5
Game Development,8,9,106,Video,9,7.7,10.0,10.0,9.2,18,11.5,5.0,2.73
Virtual Reality,8,9,117,Audio,8,7.5,10.0,10.0,8.7,14,6.7,5.0,6.08
UX/UI,8,8,110,Video,9,7.1,10.0,10.0,9.3,28,15.5,5.0,0.37
Blockchain,8,9,115,Video,6,7.3,10.0,9.2,8.6,26,15.0,5.0,0.55
Cybersecurity,8,10,110,Practical,10,6.7,10.0,9.9,8.7,12,21.2,5.0,9.07
Nanotechnology,8,10,120,Video,7,7.7,10.0,10.0,9.0,9,6.3,5.0,16.53
3D Printing,8,10,118,Audio,5,7.9,10.0,10.0,8.7,30,22.1,5.0,0.25
Internet of Things,8,9,108,Practical,7,7.1,10.0,9.7,9.3,19,10.9,5.0,2.24
Number Theory,8,10,114,Practical,4,7.7,10.0,10.0,9.4,19,8.8,5.0,2.24
Cryptography,8,10,113,Video,9,5.9,10.0,9.9,8.9,8,12.2,5.0,20.19
Chaos Theory,8,10,116,Audio,8,6.1,10.0,10.0,8.9,11,9.8,5.0,11.08
Topology,8,10,105,Video,10,6.8,10.0,10.0,8.7,23,19.0,5.0,1.01
Climate Science,8,9,113,Audio,9,6.9,10.0,10.0,8.9,12,11.7,5.0,9.07
Ecology,8,8,115,Practical,5,7.8,10.0,10.0,9.0,8,0.2,5.0,20.19
Renewable Energy,8,10,101,Audio,7,7.2,10.0,10.0,9.1,10,3.4,5.0,13.53
Waste Management,8,9,104,Video,9,6.9,10.0,9.7,8.2,28,17.1,5.0,0.37
Agriculture,8,9,99,Video,10,6.4,10.0,9.1,8.4,17,17.5,5.0,3.34
Neuroscience,8,10,108,Video,10,5.8,10.0,9.6,8.5,14,14.7,5.0,6.08
Pharmacology,8,10,113,Practical,10,7.0,10.0,10.0,9.3,18,13.1,5.0,2.73
Genetics,8,10,117,Practical,8,7.3,10.0,10.0,8.8,14,2.2,5.0,6.08
Immunology,8,10,110,Video,9,6.9,10.0,9.1,8.4,17,16.7,5.0,3.34
Mental Health,8,9,118,Audio,10,6.9,10.0,10.0,8.8,28,2.9,5.0,0.37
AI Ethics,8,10,103,Audio,8,6.7,9.4,8.9,7.9,26,24.8,4.314285714285715,0.24
AI Hardware,8,10,101,Practical,9,7.4,10.0,9.6,8.1,14,18.5,5.0,6.08
Robotics,8,10,109,Practical,8,7.0,10.0,10.0,9.1,14,11.1,5.0,6.08
AI in Healthcare,8,10,111,Video,7,7.8,10.0,10.0,8.9,23,6.7,5.0,1.01
NLP,8,9,109,Practical,8,7.5,10.0,10.0,9.2,26,14.4,5.0,0.55
Astrobiology,8,9,99,Practical,7,6.9,10.0,9.8,8.9,26,16.2,5.0,0.55
Rocket Science,8,10,109,Audio,8,7.4,10.0,9.7,8.7,29,15.9,5.0,0.3
Space Mining,8,9,103,Practical,6,7.9,10.0,10.0,9.5,22,4.4,5.0,1.23
Cosmology,8,10,113,Video,8,7.1,10.0,10.0,9.4,20,8.9,5.0,1.83
Exoplanet Science,8,9,111,Video,9,6.8,10.0,9.9,8.7,17,9.5,5.0,3.34
Blockchain,8,10,105,Video,7,7.4,10.0,9.7,8.7,13,17.3,5.0,7.43
Cryptocurrency,8,9,107,Audio,8,7.5,10.0,10.0,9.2,22,16.2,5.0,1.23
Banking,8,9,104,Audio,8,7.4,9.5,10.0,9.2,19,13.4,4.428571428571429,1.37
Market Prediction,8,10,109,Practical,9,6.8,10.0,10.0,9.2,21,4.4,5.0,1.5
Insurance,8,9,114,Audio,8,6.4,10.0,9.8,8.8,30,13.8,5.0,0.25
Synthetic Biology,8,10,105,Practical,10,6.7,10.0,9.4,8.3,22,10.5,5.0,1.23
Genetics,8,10,112,Video,4,8.7,10.0,10.0,9.6,27,6.9,5.0,0.45
Biochemistry,8,10,107,Video,10,7.7,10.0,8.8,7.4,29,28.3,5.0,0.3
Microbiology,8,9,106,Video,6,8.2,10.0,10.0,8.6,30,4.7,5.0,0.25
Epigenetics,8,9,109,Video,9,5.9,10.0,10.0,9.7,15,0.0,5.0,4.98
Cybersecurity,8,9,104,Practical,6,7.7,10.0,10.0,8.7,9,11.6,5.0,16.53
Cryptography,8,10,107,Video,10,7.4,10.0,10.0,8.7,25,11.5,5.0,0.67
Network Security,8,10,104,Video,9,7.1,10.0,10.0,9.0,26,4.0,5.0,0.55
Ethical Hacking,8,9,119,Video,7,7.6,10.0,9.8,9.2,11,9.9,5.0,11.08
Digital Forensics,8,9,110,Practical,10,7.0,10.0,9.7,8.4,16,17.3,5.0,4.08
Virtual Reality,8,9,106,Practical,8,6.8,10.0,9.9,9.0,23,9.0,5.0,1.01
Augmented Reality,8,9,111,Practical,9,7.0,10.0,9.7,8.5,21,11.2,5.0,1.5
Metaverse,8,9,109,Video,6,7.6,10.0,10.0,8.3,29,22.2,5.0,0.3
HCI,8,9,108,Audio,8,7.1,10.0,10.0,8.9,14,19.3,5.0,6.08
Gaming,8,9,113,Video,10,6.9,10.0,10.0,9.3,21,4.6,5.0,1.5
Nanotechnology,8,10,113,Video,10,6.0,10.0,9.7,8.8,27,8.9,5.0,0.45
3D Printing,8,10,107,Audio,9,7.4,10.0,9.8,9.0,20,12.5,5.0,1.83
Edge Computing,8,9,107,Video,7,7.2,10.0,10.0,8.9,26,9.2,5.0,0.55
Smart Cities,8,9,108,Video,8,7.2,10.0,9.7,8.9,13,10.3,5.0,7.43
Wearable Tech,8,9,98,Video,8,6.4,10.0,10.0,9.1,27,12.7,5.0,0.45
Compiler Design - Theory,8,5,120,Text,6,8.4,10.0,10.0,9.6,10,0.0,5.0,13.53
Astrophysics - Advanced,5,9,81,Video,7,7.6,10.0,10.0,9.0,8,6.7,5.0,20.19
Molecular Biology - Workshop,5,6,82,Audio,3,8.1,10.0,9.8,8.9,29,1.0,5.0,0.3
Sustainable Agriculture - Intro,3,6,58,Practical,3,8.2,10.0,10.0,9.5,9,12.8,5.0,16.53
Marine Biology - Theory,5,5,85,Video,6,8.1,10.0,10.0,8.8,10,10.8,5.0,13.53
Digital Humanities - Intro,4,9,64,Practical,9,6.3,10.0,9.9,8.8,24,22.8,5.0,0.82
Phonetics - Lab,5,6,83,Practical,4,8.4,10.0,9.6,8.6,18,18.0,5.0,2.73
Antimatter - Advanced,7,8,89,Text,4,8.1,10.0,10.0,8.8,30,14.2,5.0,0.25
3D Animation - Workshop,5,7,83,Video,4,7.8,10.0,10.0,8.9,7,8.1,5.0,24.66
Cellular Automata - Advanced,4,7,64,Text,9,7.2,10.0,9.2,8.4,9,10.8,5.0,16.53
Speech Recognition - Theory,8,6,111,Video,5,8.4,10.0,10.0,8.8,10,14.6,5.0,13.53
Behavioral Economics - Advanced,3,9,66,Video,5,7.3,10.0,10.0,8.7,12,12.6,5.0,9.07
Sustainable Agriculture - Applications,6,6,94,Practical,8,7.3,10.0,9.3,8.6,23,7.3,5.0,1.01
Internet of Things - Intro,5,9,86,Practical,5,8.2,10.0,9.7,8.4,14,8.4,5.0,6.08
Blockchain Security - Lab,9,8,125,Text,8,7.5,10.0,10.0,9.1,24,4.2,5.0,0.82
Molecular Biology - Intro,9,9,117,Text,10,6.6,10.0,9.9,8.7,22,22.1,5.0,1.23
Cellular Automata - Applications,4,6,72,Video,8,7.8,10.0,10.0,9.0,27,21.1,5.0,0.45
Logic Circuits - Advanced,6,8,81,Video,5,7.9,10.0,9.5,8.6,12,15.0,5.0,9.07
Quantum Entanglement - Lab,6,5,86,Video,8,7.0,10.0,10.0,8.8,30,12.7,5.0,0.25
Photosynthesis - Theory,7,7,106,Practical,6,7.2,10.0,10.0,9.1,25,7.3,5.0,0.67
Nanorobotics - Applications,6,6,88,Practical,4,7.8,10.0,10.0,8.7,27,8.3,5.0,0.45
Nanorobotics - Applications,9,6,110,Video,7,6.9,10.0,10.0,8.6,14,20.9,5.0,6.08
Antimatter - Applications,8,6,120,Practical,4,8.4,10.0,9.6,8.8,10,21.4,5.0,13.53
Climate Modeling - Theory,4,8,72,Video,6,7.6,10.0,10.0,9.1,15,4.5,5.0,4.98
Neural Networks - Concepts,4,5,73,Audio,10,6.7,10.0,10.0,9.1,14,8.6,5.0,6.08
Computational Linguistics - Lab,5,9,75,Video,9,6.2,10.0,9.9,8.8,27,9.8,5.0,0.45
Geospatial Analysis - Intro,5,5,81,Text,4,7.9,10.0,10.0,8.6,25,11.9,5.0,0.67
Logic Circuits - Intro,5,8,81,Practical,8,6.7,10.0,9.1,8.6,7,19.9,5.0,24.66
Blockchain Security - Lab,9,6,115,Video,5,9.0,10.0,10.0,9.4,27,0.0,5.0,0.45
Remote Sensing - Concepts,9,7,119,Audio,6,7.6,9.8,9.5,8.5,27,17.3,4.771428571428572,0.35
Speech Recognition - Concepts,9,6,112,Video,7,7.4,10.0,10.0,8.9,10,14.6,5.0,13.53
Agile Methodologies - Intro,9,9,118,Text,9,6.8,10.0,9.5,8.8,16,11.3,5.0,4.08
Photosynthesis - Theory,9,7,124,Text,5,8.8,10.0,9.8,8.7,14,17.5,5.0,6.08
Phonetics - Lab,9,6,116,Video,6,6.9,10.0,9.6,8.8,9,12.7,5.0,16.53
Internet of Things - Lab,8,7,119,Audio,7,7.4,10.0,9.1,8.2,18,24.1,5.0,2.73
Speech Recognition - Advanced,9,5,112,Video,10,5.7,10.0,10.0,8.6,15,6.4,5.0,4.98
Financial Markets - Theory,6,8,88,Audio,4,7.1,10.0,10.0,9.1,9,7.3,5.0,16.53
Biomechanics - Applications,6,6,86,Audio,3,8.2,10.0,10.0,9.1,10,8.6,5.0,13.53
Visual Perception - Advanced,7,9,99,Audio,8,7.3,10.0,10.0,9.0,12,0.0,5.0,9.07
Astrophysics - Lab,8,5,116,Video,8,6.7,10.0,9.6,8.3,15,11.6,5.0,4.98
Agile Methodologies - Applications,5,6,75,Practical,6,7.9,10.0,9.8,8.8,8,7.9,5.0,20.19
Cultural Studies - Workshop,3,5,57,Video,4,8.4,10.0,9.4,8.6,8,18.7,5.0,20.19
Digital Humanities - Intro,9,9,123,Video,8,7.0,10.0,9.7,8.5,24,11.5,5.0,0.82
Marine Biology - Concepts,7,6,100,Text,7,8.0,10.0,10.0,8.8,27,7.9,5.0,0.45
Internet of Things - Applications,3,9,60,Video,7,7.1,10.0,10.0,8.7,28,17.1,5.0,0.37
Compiler Design - Theory,6,7,85,Text,5,8.2,10.0,9.7,8.7,9,4.9,5.0,16.53
Epidemiology - Theory,7,9,99,Audio,6,6.8,9.8,9.9,8.8,9,1.6,4.771428571428572,15.16
Molecular Biology - Concepts,7,7,105,Text,5,8.0,10.0,9.7,8.5,24,13.2,5.0,0.82
Immunology - Concepts,4,6,61,Video,6,7.6,10.0,10.0,8.9,12,3.8,5.0,9.07
Photosynthesis - Theory,6,7,86,Practical,3,8.0,10.0,9.6,8.2,7,11.0,5.0,24.66
Visual Perception - Advanced,6,6,80,Video,9,7.0,10.0,9.7,8.5,21,17.9,5.0,1.5
Phonetics - Theory,8,6,112,Text,6,7.3,10.0,9.6,8.0,17,24.4,5.0,3.34
Mythology - Intro,7,8,106,Text,8,8.0,10.0,9.8,8.5,16,18.9,5.0,4.08
Mythology - Advanced,9,6,119,Practical,8,5.9,10.0,10.0,9.6,10,9.5,5.0,13.53
Nanorobotics - Advanced,6,7,84,Text,5,8.1,10.0,10.0,9.1,20,15.2,5.0,1.83
Financial Markets - Workshop,7,8,95,Video,6,7.7,10.0,10.0,9.5,8,0.0,5.0,20.19
Speech Recognition - Workshop,8,8,108,Video,8,7.0,10.0,9.9,9.1,19,11.3,5.0,2.24
Behavioral Economics - Advanced,9,6,118,Audio,5,7.7,10.0,10.0,9.1,22,6.4,5.0,1.23
Epidemiology - Concepts,8,9,114,Audio,6,7.7,10.0,9.9,8.6,18,10.3,5.0,2.73
Climate Modeling - Lab,4,9,66,Practical,4,8.8,10.0,10.0,9.1,28,11.8,5.0,0.37
Evolutionary Biology - Lab,9,8,122,Text,10,5.7,10.0,9.4,8.0,11,11.3,5.0,11.08
Sustainable Agriculture - Applications,7,6,98,Video,7,7.0,10.0,10.0,9.2,25,0.0,5.0,0.67
Behavioral Neuroscience - Lab,6,9,86,Video,5,7.5,10.0,10.0,9.1,9,12.2,5.0,16.53
Climate Modeling - Intro,6,6,88,Text,7,6.9,10.0,9.3,8.7,27,15.4,5.0,0.45
Epidemiology - Lab,7,6,101,Video,5,8.2,10.0,10.0,8.6,26,14.7,5.0,0.55
Philosophy of Mind - Lab,7,8,104,Video,3,8.9,10.0,9.9,8.4,27,11.6,5.0,0.45
Creative Writing - Workshop,7,8,98,Video,8,7.6,10.0,10.0,9.0,8,13.7,5.0,20.19
Astrophysics - Lab,5,5,73,Audio,8,7.4,10.0,9.5,8.9,23,14.4,5.0,1.01
Metallurgy - Workshop,9,9,124,Video,10,6.8,10.0,9.9,9.0,27,10.4,5.0,0.45
Pharmacology - Advanced,6,9,85,Audio,3,7.9,10.0,10.0,8.9,17,5.1,5.0,3.34
Cultural Studies - Theory,9,9,121,Video,8,7.8,10.0,9.2,8.4,7,13.9,5.0,24.66
Ancient Civilizations - Concepts,8,7,109,Video,6,7.6,10.0,10.0,8.3,25,21.2,5.0,0.67
Evolutionary Biology - Advanced,6,6,89,Video,6,8.2,10.0,9.7,8.2,14,24.6,5.0,6.08
Antimatter - Theory,5,8,77,Text,4,7.6,10.0,10.0,9.5,17,3.4,5.0,3.34
Mythology - Lab,7,9,103,Text,7,7.3,10.0,10.0,9.3,14,5.8,5.0,6.08
Molecular Biology - Lab,4,5,52,Video,1,9.0,10.0,10.0,8.9,23,10.2,5.0,1.01
Political Philosophy - Applications,7,9,105,Practical,8,7.1,10.0,10.0,9.3,26,8.4,5.0,0.55
Epidemiology - Advanced,7,6,95,Audio,3,8.2,9.7,10.0,8.9,12,8.1,4.657142857142857,7.6
Forensic Science - Concepts,5,6,82,Text,6,8.4,10.0,9.5,8.5,13,0.5,5.0,7.43
Mythology - Theory,9,8,121,Practical,6,7.1,10.0,10.0,9.0,27,16.0,5.0,0.45
Bioinformatics - Lab,6,7,96,Audio,1,9.0,10.0,10.0,8.7,19,22.0,5.0,2.24
Syntax and Semantics - Concepts,7,8,100,Audio,9,7.1,10.0,10.0,8.5,13,11.9,5.0,7.43
Biomechanics - Workshop,6,9,85,Practical,8,8.1,10.0,10.0,8.9,17,5.7,5.0,3.34
Urban Planning - Lab,3,5,51,Video,6,7.5,10.0,9.5,8.9,16,10.3,5.0,4.08
Moral Philosophy - Workshop,8,8,108,Text,3,8.5,10.0,10.0,9.0,14,9.1,5.0,6.08
Astrophysics - Intro,9,7,110,Video,6,7.5,10.0,10.0,9.2,16,13.0,5.0,4.08
Syntax and Semantics - Lab,6,8,86,Video,7,7.5,10.0,9.2,7.6,28,24.3,5.0,0.37
Ethical Hacking - Workshop,4,6,68,Video,6,8.0,10.0,10.0,8.8,17,8.0,5.0,3.34
Neural Networks - Advanced,8,9,106,Video,5,8.5,10.0,10.0,8.9,26,4.4,5.0,0.55
Geospatial Analysis - Concepts,4,9,70,Practical,7,7.8,10.0,9.8,8.6,23,18.3,5.0,1.01
Quantum Computing - Intro,7,9,98,Practical,6,7.5,10.0,9.9,8.9,17,14.0,5.0,3.34
Ethical Hacking - Advanced,8,9,108,Practical,4,8.7,10.0,10.0,8.6,22,19.3,5.0,1.23
Behavioral Neuroscience - Workshop,6,9,77,Practical,5,8.0,10.0,10.0,9.2,11,3.2,5.0,11.08
Bioinformatics - Advanced,8,9,103,Practical,9,7.2,10.0,9.2,7.9,16,30.2,5.0,4.08
Forensic Science - Lab,7,5,103,Text,2,9.0,10.0,10.0,8.5,26,6.3,5.0,0.55
Ancient Civilizations - Advanced,5,7,84,Video,7,8.2,10.0,10.0,9.2,11,11.5,5.0,11.08
Blockchain Security - Workshop,9,9,110,Video,9,6.6,10.0,9.8,8.7,26,3.5,5.0,0.55
Visual Perception - Advanced,4,7,65,Practical,4,8.0,10.0,9.8,8.7,15,9.0,5.0,4.98
Financial Markets - Applications,7,9,105,Video,4,8.5,10.0,10.0,9.3,9,14.8,5.0,16.53
Logic Circuits - Workshop,5,8,76,Audio,3,9.0,10.0,10.0,9.4,9,10.2,5.0,16.53
Forensic Science - Applications,8,9,109,Text,7,7.4,10.0,10.0,9.3,16,4.3,5.0,4.08
Astrophysics - Workshop,8,6,117,Video,4,8.9,10.0,9.9,8.9,13,8.4,5.0,7.43
Game Development - Lab,7,5,98,Audio,5,8.3,10.0,10.0,8.9,8,11.5,5.0,20.19
Internet of Things - Lab,6,8,87,Text,8,7.0,10.0,9.8,8.9,14,13.6,5.0,6.08
Sustainable Agriculture - Lab,8,8,109,Video,7,7.7,10.0,9.7,8.1,18,25.3,5.0,2.73
Behavioral Economics - Applications,6,6,99,Video,5,7.8,10.0,10.0,8.7,28,10.7,5.0,0.37
Ethical Hacking - Lab,6,9,92,Video,6,7.8,10.0,10.0,8.9,15,2.9,5.0,4.98
Epidemiology - Applications,9,5,120,Audio,9,6.3,10.0,10.0,9.1,17,9.8,5.0,3.34
Compiler Design - Workshop,6,8,87,Video,9,6.8,10.0,9.1,8.1,25,16.7,5.0,0.67
Behavioral Economics - Workshop,3,5,62,Video,4,8.8,10.0,10.0,8.7,26,6.5,5.0,0.55
Urban Planning - Applications,9,8,123,Text,8,7.5,10.0,9.6,8.3,29,18.5,5.0,0.3
Behavioral Economics - Intro,5,9,74,Practical,7,7.7,10.0,10.0,8.7,23,11.9,5.0,1.01
Financial Markets - Concepts,5,8,83,Video,9,6.9,10.0,10.0,9.1,19,10.5,5.0,2.24
Political Philosophy - Advanced,8,8,109,Audio,8,7.2,10.0,10.0,9.2,7,3.5,5.0,24.66
Antimatter - Intro,8,7,110,Audio,10,5.9,10.0,8.9,8.3,7,19.4,5.0,24.66
Game Development - Workshop,6,9,85,Text,6,7.6,10.0,8.3,7.1,14,22.4,5.0,6.08
Pharmacology - Theory,9,6,118,Practical,4,8.4,10.0,10.0,9.5,19,0.9,5.0,2.24
Phonetics - Concepts,9,6,114,Audio,6,7.1,10.0,10.0,9.0,12,8.8,5.0,9.07
Philosophy of Mind - Applications,3,9,54,Video,4,7.4,10.0,10.0,9.1,9,17.7,5.0,16.53
Bioinformatics - Lab,6,6,91,Text,9,7.4,10.0,10.0,8.9,22,14.9,5.0,1.23
Moral Philosophy - Intro,3,9,58,Practical,7,7.4,10.0,10.0,8.7,16,18.4,5.0,4.08
Artificial Consciousness - Workshop,6,6,83,Practical,4,8.4,10.0,10.0,8.6,13,21.1,5.0,7.43
Geospatial Analysis - Lab,4,7,80,Text,7,7.7,10.0,10.0,8.8,28,30.0,5.0,0.37
Cultural Studies - Lab,4,6,64,Video,4,7.8,10.0,9.8,9.0,27,10.2,5.0,0.45
Immunology - Intro,7,8,105,Practical,10,6.3,10.0,9.7,8.7,9,20.1,5.0,16.53
Relativity Theory - Lab,6,9,82,Audio,6,8.5,10.0,9.8,9.1,20,14.1,5.0,1.83
Mythology - Applications,9,5,122,Practical,3,8.4,10.0,10.0,9.2,22,13.0,5.0,1.23
Internet of Things - Workshop,8,5,108,Video,6,7.6,10.0,10.0,8.9,10,19.9,5.0,13.53
Digital Marketing - Theory,5,9,76,Audio,6,7.4,10.0,10.0,9.3,19,4.9,5.0,2.24
Biomechanics - Concepts,7,7,100,Video,4,7.9,10.0,10.0,9.1,7,6.5,5.0,24.66
Artificial Consciousness - Intro,8,6,110,Text,8,7.7,10.0,10.0,9.3,11,8.6,5.0,11.08
Ancient Civilizations - Theory,4,7,65,Audio,8,5.9,10.0,10.0,8.8,24,11.1,5.0,0.82
Forensic Science - Lab,6,5,85,Practical,3,8.4,10.0,10.0,9.1,18,10.6,5.0,2.73
Photosynthesis - Intro,7,9,92,Video,9,6.9,10.0,10.0,9.7,17,10.8,5.0,3.34
Sustainable Agriculture - Lab,6,9,91,Video,6,8.5,10.0,9.9,8.4,15,13.6,5.0,4.98
Pharmacology - Concepts,4,7,63,Audio,5,7.4,10.0,10.0,8.7,13,11.5,5.0,7.43
Epidemiology - Theory,7,7,100,Video,6,7.0,10.0,10.0,9.6,20,4.9,5.0,1.83
Photosynthesis - Theory,4,6,72,Practical,4,7.9,10.0,9.6,8.4,30,14.9,5.0,0.25
Behavioral Neuroscience - Workshop,3,8,61,Practical,6,8.1,10.0,10.0,8.5,9,5.4,5.0,16.53
Forensic Science - Theory,4,8,66,Text,3,8.7,10.0,9.9,9.0,22,7.1,5.0,1.23
3D Animation - Workshop,9,6,124,Practical,10,5.8,10.0,10.0,9.0,13,13.4,5.0,7.43
Photosynthesis - Concepts,9,8,117,Practical,9,6.8,10.0,9.8,8.9,7,18.2,5.0,24.66
Remote Sensing - Theory,6,5,83,Practical,7,8.2,10.0,10.0,8.8,12,6.2,5.0,9.07
Computational Linguistics - Intro,5,8,78,Audio,4,8.4,10.0,10.0,8.7,12,7.2,5.0,9.07
Immunology - Applications,4,6,72,Practical,2,9.0,10.0,10.0,9.4,16,6.2,5.0,4.08
Mythology - Workshop,8,8,106,Text,10,6.6,10.0,9.7,8.9,18,0.6,5.0,2.73
Digital Humanities - Workshop,9,9,124,Video,6,7.9,10.0,9.9,8.9,28,8.8,5.0,0.37
Agile Methodologies - Workshop,5,7,76,Practical,6,7.1,10.0,10.0,8.9,25,2.3,5.0,0.67
Ancient Civilizations - Concepts,3,5,56,Text,6,7.6,10.0,9.7,8.6,12,20.8,5.0,9.07
Visual Perception - Theory,7,9,94,Text,7,7.3,10.0,10.0,9.1,20,5.2,5.0,1.83
Biomechanics - Advanced,7,9,103,Practical,10,6.3,10.0,10.0,9.3,9,15.3,5.0,16.53
Marine Biology - Workshop,9,6,119,Practical,6,8.0,10.0,10.0,8.7,16,18.6,5.0,4.08
Marine Biology - Theory,5,7,75,Text,3,8.3,10.0,10.0,9.4,15,2.8,5.0,4.98
Ancient Civilizations - Advanced,9,7,118,Practical,8,6.9,10.0,9.8,8.9,29,5.6,5.0,0.3
Logic Circuits - Advanced,7,5,84,Audio,6,7.1,9.4,9.3,8.3,26,16.0,4.314285714285715,0.24
Remote Sensing - Intro,4,6,73,Video,10,6.7,10.0,10.0,8.9,25,10.5,5.0,0.67
Digital Marketing - Advanced,5,5,79,Practical,3,9.0,10.0,10.0,9.1,28,10.7,5.0,0.37
Biomechanics - Workshop,6,8,77,Video,6,7.5,10.0,10.0,8.8,21,8.1,5.0,1.5
Photosynthesis - Intro,4,9,62,Text,5,8.4,10.0,10.0,8.6,15,17.7,5.0,4.98
Forensic Science - Theory,4,5,67,Video,4,8.2,10.0,10.0,9.2,25,9.3,5.0,0.67
Creative Writing - Workshop,4,9,63,Video,6,6.4,10.0,10.0,8.9,14,9.3,5.0,6.08
Sustainable Agriculture - Intro,6,6,93,Video,4,8.3,10.0,9.0,7.9,28,17.4,5.0,0.37
Behavioral Economics - Lab,3,8,62,Practical,6,7.6,10.0,9.7,8.8,10,11.1,5.0,13.53
Political Philosophy - Theory,8,6,111,Practical,6,7.8,10.0,10.0,9.6,11,0.0,5.0,11.08
Metallurgy - Workshop,9,8,106,Video,10,6.6,10.0,10.0,8.9,25,11.3,5.0,0.67
Nanorobotics - Theory,7,8,97,Practical,6,7.4,10.0,10.0,8.9,20,11.4,5.0,1.83
Political Philosophy - Advanced,9,9,116,Text,10,7.2,10.0,10.0,8.7,24,14.3,5.0,0.82
Sustainable Agriculture - Advanced,5,6,75,Text,6,7.7,10.0,10.0,9.1,25,17.8,5.0,0.67
Compiler Design - Applications,3,6,57,Practical,7,7.3,10.0,9.9,9.1,12,8.3,5.0,9.07
Immunology - Advanced,5,5,74,Text,5,8.4,10.0,10.0,9.3,11,12.0,5.0,11.08
Logic Circuits - Intro,9,6,121,Text,5,8.0,10.0,10.0,9.9,17,2.1,5.0,3.34
Sustainable Agriculture - Theory,7,5,103,Audio,5,9.0,10.0,10.0,9.1,30,7.8,5.0,0.25
Behavioral Neuroscience - Applications,6,7,93,Video,3,8.5,10.0,9.9,8.1,11,18.4,5.0,11.08
Digital Marketing - Lab,9,7,119,Practical,7,7.6,10.0,10.0,8.6,14,13.7,5.0,6.08
Cultural Studies - Lab,4,7,79,Video,5,7.6,10.0,10.0,9.3,11,8.4,5.0,11.08
Artificial Consciousness - Theory,9,6,125,Text,7,7.8,10.0,10.0,9.2,17,3.2,5.0,3.34
Neural Networks - Lab,4,6,69,Video,7,7.6,10.0,10.0,9.2,19,0.7,5.0,2.24
Astrophysics - Applications,6,5,87,Video,5,7.8,10.0,10.0,8.6,12,17.3,5.0,9.07
Photosynthesis - Concepts,9,8,126,Video,4,7.9,10.0,10.0,8.3,11,21.5,5.0,11.08
Philosophy of Mind - Theory,3,5,65,Video,10,5.8,10.0,9.0,8.0,24,23.7,5.0,0.82
Digital Marketing - Intro,3,7,52,Practical,3,8.8,10.0,10.0,8.9,16,11.8,5.0,4.08
Urban Planning - Applications,5,5,85,Practical,6,7.0,10.0,9.6,8.4,22,19.8,5.0,1.23
Metallurgy - Lab,6,8,89,Video,3,9.0,10.0,10.0,9.0,28,13.6,5.0,0.37
Syntax and Semantics - Applications,3,6,55,Video,4,7.7,10.0,9.8,8.7,20,16.9,5.0,1.83
Urban Planning - Intro,9,5,110,Video,5,7.9,10.0,9.7,8.7,29,8.7,5.0,0.3
Creative Writing - Concepts,6,7,88,Practical,1,8.8,10.0,9.8,8.7,21,7.5,5.0,1.5
Logic Circuits - Advanced,7,7,99,Practical,6,7.7,10.0,10.0,9.6,9,2.1,5.0,16.53
Political Philosophy - Intro,4,6,77,Text,4,8.3,10.0,10.0,9.1,9,8.9,5.0,16.53
Syntax and Semantics - Concepts,9,5,124,Audio,6,7.9,10.0,10.0,9.4,18,4.8,5.0,2.73
